track_name	track_artist	track_popularity	track_album_name	track_album_release_date	playlist_name	playlist_id	dancebility	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	subgenre	genre
Wish I Knew You	The Revivalists	69	Men Amongst Mountains	2015-07-15	Indie Poptimism	9lmx4c	0.649	0.718	0	-6.593	0	0.0261	0.143	0.0713	0.124	0.718	101.034	274093	indie poptimism	pop
Pleaser	Wallows	68	Pleaser	2017-04-12	Indie Poptimism	9lmx4c	0.497	0.914	9	-4.308	1	0.0455	0.126	1.98e-05	0.274	0.385	148.893	187896	indie poptimism	pop
Something To Believe In	Young the Giant	60	Home of the Strange	2016-08-12	Indie Poptimism	9lmx4c	0.623	0.886	1	-3.044	1	0.0404	0.0245	NA	0.247	0.709	92.021	228467	indie poptimism	pop
Endless Summer	Mike Mains & The Branches	32	When We Were in Love	2019-04-05	Indie Poptimism	9lmx4c	0.688	0.502	7	-9.477	1	0.0299	0.479	0.000622	0.123	0.618	127.96	217845	indie poptimism	pop
Marijuana Breath	Adam Jensen	55	Marijuana Breath	2017-04-20	Indie Poptimism	9lmx4c	0.782	0.468	5	-4.881	1	0.0746	0.36	2.31e-06	0.0699	0.655	124.97	219163	indie poptimism	pop
Breezeblocks	alt-J	73	An Awesome Wave	2012-09-18	Indie Poptimism	9lmx4c	0.616	0.656	5	-7.298	1	0.0344	0.096	0.000879	0.205	0.286	150.071	227080	indie poptimism	pop
Cut to Black	Lemaitre	40	Relativity 3	2013-03-04	Indie Poptimism!	2Tfjfn	0.625	0.546	6	-8.432	1	0.0932	0.0493	0.0337	0.263	0.252	203.972	201827	indie poptimism	pop
Blue Shift	Lemaitre	0	The Friendly Sound EP	2010-12-20	Indie Poptimism!	2Tfjfn	0.716	0.674	8	-9.588	0	0.107	0.292	0.0566	0.116	0.529	118.044	243163	indie poptimism	pop
The Friendly Sound	Lemaitre	0	The Friendly Sound EP	2010-12-20	Indie Poptimism!	2Tfjfn	0.597	0.861	8	-8.074	0	0.0408	0.0229	0.00828	0.143	0.0818	109.978	244211	indie poptimism	pop
Something Good Can Work (The Twelves Remix)	Two Door Cinema Club	0	Kitsune Maison Compilation 9 (Petit Bateau Edition)	2010-04-20	Indie Poptimism!	2Tfjfn	0.662	0.904	2	-6.055	0	0.0359	0.00789	0.413	0.0525	0.591	119.936	249280	indie poptimism	pop
Lisztomania	Phoenix	2	Lisztomania	2009-01-01	Indie Poptimism!	2Tfjfn	0.643	0.79	0	-6.403	1	0.0356	0.0336	0.00347	0.566	0.33	97.548	242147	indie poptimism	pop
Too Young	Phoenix	57	United	2000-03-06	Indie Poptimism!	2Tfjfn	0.622	0.75	9	-6.367	0	0.0445	0.0625	0.000133	0.127	0.905	141.324	197973	indie poptimism	pop
C O O L - Radio Edit	Le Youth	51	C O O L	2013-06-28	Indie Poptimism!	2Tfjfn	0.735	0.759	1	-6.914	0	0.0449	0.0242	0.185	0.0966	0.77	109.982	214347	indie poptimism	pop
Sweetness Alive (feat. S L L)	Goldroom	36	Sweetness Alive (feat. S L L)	2012-11-04	Indie Poptimism!	2Tfjfn	0.605	0.846	9	-5.177	0	0.029	0.0421	NA	0.131	0.483	110.025	262250	indie poptimism	pop
Feel It All Around	Washed Out	4	Life Of Leisure	2010-03-01	Indie Poptimism!	2Tfjfn	0.34	0.737	8	-4.681	1	0.0582	0.000105	0.762	0.0699	0.499	172.022	192080	indie poptimism	pop
Gooey	Glass Animals	7	ZABA	2014-05-30	Indie Poptimism!	2Tfjfn	0.482	0.373	11	-13.427	0	0.0447	0.729	3.79e-05	0.0927	0.105	183.051	289307	indie poptimism	pop
Shine (Kygo Remix)	Benjamin Francis Leftwich	48	Shine (Kygo Remix)	2014-09-22	Indie Poptimism!	2Tfjfn	0.703	0.603	4	-8.687	1	0.161	0.413	0.00125	0.141	0.309	112.015	281133	indie poptimism	pop
Uma	Panama Wedding	0	Parallel Play EP	2014-01-01	Indie Poptimism!	2Tfjfn	0.766	0.576	1	-7.474	1	0.0322	0.137	0.000879	0.113	0.812	129.998	216360	indie poptimism	pop
Sexual Healing - Kygo Remix	Marvin Gaye	53	Sexual Healing (Kygo Remix)	2015-04-27	Indie Poptimism!	2Tfjfn	0.689	0.68	0	-7.196	0	0.0427	0.321	0.0211	0.0431	0.646	100.987	368317	indie poptimism	pop
Sea Of Voices - RAC Mix	Porter Robinson	0	Sea Of Voices (RAC Mix)	2014-01-01	Indie Poptimism!	2Tfjfn	0.606	0.658	2	-5.983	1	0.0302	0.195	0.827	0.118	0.566	127.999	367900	indie poptimism	pop
Indecision	Shura	0	Indecision	2014-01-01	Indie Poptimism!	2Tfjfn	0.747	0.833	4	-5.525	0	0.0505	0.804	0.448	0.117	0.936	109.97	214102	indie poptimism	pop
Cool Like Me	Fryars	0	Cool Like Me	2014-07-21	Indie Poptimism!	2Tfjfn	0.649	0.835	9	-6.545	0	0.066	0.0116	0.00989	0.0865	0.298	121.019	218525	indie poptimism	pop
push pull	Purity Ring	0	push pull	2014-12-04	Indie Poptimism!	2Tfjfn	0.386	0.708	5	-8.173	1	0.0489	0.00287	2.26e-05	0.245	0.0858	110.354	207810	indie poptimism	pop
So Cruel	Young Empires	0	So Cruel	2015-02-20	Indie Poptimism!	2Tfjfn	0.74	0.829	8	-4.467	1	0.0493	0.0597	0	0.0738	0.363	122.988	246254	indie poptimism	pop
Do It	Tuxedo	1	Do It	2014-11-17	Indie Poptimism!	2Tfjfn	0.818	0.858	1	-4.219	0	0.0398	0.0642	0.256	0.256	0.753	119.605	258503	indie poptimism	pop
Youth	Ben Khan	34	1992 EP	2014-05-05	Indie Poptimism!	2Tfjfn	0.683	0.584	10	-8.551	0	0.085	0.282	0.00372	0.11	0.231	129.318	197447	indie poptimism	pop
At Your Touch	Joe Hertz	0	Majestic Casual - Chapter I	2013-11-10	Indie Poptimism!	2Tfjfn	0.597	0.658	8	-11.346	0	0.115	0.0854	0.323	0.515	0.678	95.034	257405	indie poptimism	pop
On Fire	Carmada	37	Realise	2014-12-05	Indie Poptimism!	2Tfjfn	0.486	0.744	7	-6.082	0	0.356	0.0302	6.68e-05	0.0914	0.402	94.965	230507	indie poptimism	pop
Walk Away	LANY	0	Hot Lights	2014-04-22	Indie Poptimism!	2Tfjfn	0.323	0.382	10	-9.649	1	0.0342	0.264	0.000418	0.103	0.268	85.306	231692	indie poptimism	pop
Indiana	Tom Aspaul	22	Indiana	2013-10-14	Indie Poptimism!	2Tfjfn	0.545	0.787	8	-6.378	1	0.107	0.0246	0.069	0.0723	0.403	176.972	219267	indie poptimism	pop
Stone	JOY.	0	Stone	2014-10-28	Indie Poptimism!	2Tfjfn	0.606	0.481	6	-11.94	1	0.0592	0.0957	0.00282	0.0975	0.0936	124.88	230113	indie poptimism	pop
Deadwater	Wet	2	Deadwater	2015-04-22	Indie Poptimism!	2Tfjfn	0.65	0.463	10	-8.9	1	0.0416	0.348	0.000847	0.0822	0.222	135.115	217400	indie poptimism	pop
Sober	Elli Ingram	26	Sober EP	2013-01-01	Indie Poptimism!	2Tfjfn	0.541	0.508	0	-8.266	1	0.0602	0.233	7.79e-06	0.334	0.248	143.712	211087	indie poptimism	pop
Ghost - Lost Kings Remix	Halsey	1	Room 93: The Remixes	2015-03-03	Indie Poptimism!	2Tfjfn	0.701	0.852	0	-4.908	1	0.0339	0.423	0.00474	0.202	0.433	104.988	189267	indie poptimism	pop
Lost (Lenno Remix)	Scavenger Hunt	30	Scavenger Hunt - EP	2015-01-09	Indie Poptimism!	2Tfjfn	0.487	0.79	0	-4.299	1	0.0389	0.00329	0.000542	0.447	0.24	103.503	222384	indie poptimism	pop
Infinite High	Panama Wedding	0	Infinite High	2015-01-01	Indie Poptimism!	2Tfjfn	0.609	0.883	11	-6.761	1	0.0532	0.0823	8.36e-06	0.196	0.865	167.871	190280	indie poptimism	pop
Halfway To Heaven	Panama Wedding	0	Into Focus EP	2015-11-06	Indie Poptimism!	2Tfjfn	0.637	0.678	5	-7.051	1	0.041	0.16	0.0136	0.171	0.759	164.946	207227	indie poptimism	pop
Look the Other Way	DWNTWN	12	The Red Room	2012-11-13	Indie Poptimism!	2Tfjfn	0.59	0.773	0	-4.914	1	0.0325	0.0409	0.000657	0.0955	0.404	128.047	229219	indie poptimism	pop
UGH!	The 1975	37	UGH!	2015-12-11	Indie Poptimism!	2Tfjfn	0.724	0.703	5	-4.049	0	0.171	0.228	0	0.0852	0.866	99.629	180026	indie poptimism	pop
Not Going Home	Great Good Fine Ok	35	Body Diamond	2014-10-07	Indie Poptimism!	2Tfjfn	0.626	0.774	1	-5.534	1	0.031	0.00587	8.35e-05	0.118	0.484	100.018	214038	indie poptimism	pop
Warm Water - Snakehips Remix	BANKS	57	Warm Water (Snakehips Remix)	2013-08-13	Indie Poptimism!	2Tfjfn	0.511	0.678	4	-6.858	0	0.869	0.241	0	0.0948	0.405	212.137	253585	indie poptimism	pop
Cool Blue	The Japanese House	0	Cool Blue	2015-09-15	Indie Poptimism!	2Tfjfn	0.383	0.569	0	-10.407	1	0.055	0.883	0.106	0.124	0.524	180.036	231364	indie poptimism	pop
Runaway - Maths Time Joy Remix	Electric Youth	0	Runaway (Maths Time Joy Remix)	NA	Indie Poptimism!	2Tfjfn	0.629	0.486	6	-12.178	1	0.0426	0.0962	0.103	0.0842	0.274	150.005	260199	indie poptimism	pop
Feels Like Home - Radio Edit	The Him	1	Feels Like Home (Radio Edit)	2015-11-30	Indie Poptimism!	2Tfjfn	0.633	0.83	8	-3.754	1	0.153	0.0232	0.000372	0.0948	0.457	121.978	184918	indie poptimism	pop
Edge of the Night	Wonderful Humans	15	Edge of the Night	2014-05-08	Indie Poptimism!	2Tfjfn	0.451	0.839	8	-2.506	1	0.0448	0.000484	0	0.0992	0.368	140.175	187286	indie poptimism	pop
Calling Me	Aquilo	39	Calling Me	2015-05-11	Indie Poptimism!	2Tfjfn	0.576	0.399	9	-9.617	0	0.0287	0.487	0	0.103	0.111	119.992	213133	indie poptimism	pop
Hall & Oates	Satchmode	21	Afterglow	2015-08-25	Indie Poptimism!	2Tfjfn	0.646	0.826	11	-5.635	1	0.0303	0.373	0.749	0.0688	0.853	150.077	205450	indie poptimism	pop
Sway - Chainsmokers Remix	Anna of the North	53	Sway (Chainsmokers Remix)	2014-10-07	Indie Poptimism!	2Tfjfn	0.673	0.795	2	-6.21	1	0.0309	0.0555	0.0111	0.117	0.437	105.025	180571	indie poptimism	pop
Talk to Me (Bearson Remix)	Ghost Loft	34	Talk to Me (Bearson Remix)	2015-02-10	Indie Poptimism!	2Tfjfn	0.5	0.69	11	-7.542	1	0.032	0.0379	0.0135	0.104	0.179	96.971	264742	indie poptimism	pop
Light Me Up	Flyte	0	Light Me Up	2015-01-13	Indie Poptimism!	2Tfjfn	0.679	0.83	9	-5.461	1	0.0423	0.00772	0.000209	0.102	0.592	113.906	233982	indie poptimism	pop
All Of The People	Panama Wedding	0	All Of The People	2014-01-01	Indie Poptimism!	2Tfjfn	0.685	0.696	5	-5.697	0	0.0533	0.0299	0.00144	0.0662	0.95	89.976	215613	indie poptimism	pop
Loudspeaker	MUNA	0	Loudspeaker	2015-09-09	Indie Poptimism!	2Tfjfn	0.632	0.596	9	-8.156	1	0.0319	0.0227	0.046	0.117	0.553	118.972	210000	indie poptimism	pop
Native	Lisbon	25	Native	2014-12-01	Indie Poptimism!	2Tfjfn	0.617	0.871	0	-4.909	1	0.0458	0.1	0	0.109	0.775	107.002	179020	indie poptimism	pop
Falling Faster	Andrew Ripp	2	Andrew Ripp	2015-10-16	Indie Poptimism!	2Tfjfn	0.589	0.846	5	-5.455	1	0.0377	0.069	0.00125	0.0904	0.704	122	266173	indie poptimism	pop
Forest Fires	Fred V & Grafix	0	Recognise	2014-03-31	Indie Poptimism!	2Tfjfn	0.464	0.903	9	-4.072	1	0.0527	0.00226	0.0336	0.111	0.461	174.082	206891	indie poptimism	pop
Galaxy	Paperwhite	29	Magic	2014-11-17	Indie Poptimism!	2Tfjfn	0.516	0.886	0	-6.852	1	0.0286	0.00827	0.0119	0.264	0.748	147.96	262703	indie poptimism	pop
Already Love	Great Good Fine Ok	22	Already Love	2016-03-01	Indie Poptimism!	2Tfjfn	0.646	0.751	10	-5.246	1	0.0683	0.0437	NA	0.112	0.879	172.04	214411	indie poptimism	pop
Hopeless Love	Alfie Connor	36	Hopeless Love EP	2015-12-11	Indie Poptimism!	2Tfjfn	0.608	0.931	6	-4.038	1	0.119	0.305	6.45e-06	0.124	0.632	194.025	183637	indie poptimism	pop
Stranger	Alfie Connor	24	Stranger	2015-02-24	Indie Poptimism!	2Tfjfn	0.611	0.369	10	-10.412	1	0.0811	0.657	0	0.112	0.362	80.111	187014	indie poptimism	pop
Morrison	FRENSHIP	41	Morrison	2014-06-03	Indie Poptimism!	2Tfjfn	0.703	0.731	11	-6.643	1	0.0379	0.0441	0.0618	0.152	0.596	109.989	235755	indie poptimism	pop
Feeling Right (Everything Is Nice) (feat. Popcaan & Wale)	Matoma	41	Feeling Right (Everything Is Nice) [feat. Popcaan & Wale]	2015-10-16	Indie Poptimism!	2Tfjfn	0.794	0.72	6	-5.186	1	0.0653	0.359	6.3e-05	0.296	0.384	99.962	199200	indie poptimism	pop
Freak	Olivver the Kid	32	Freak	2014-10-28	Indie Poptimism!	2Tfjfn	0.555	0.67	10	-8.606	0	0.035	0.01	0.513	0.313	0.165	95.011	221860	indie poptimism	pop
Touch	Shura	2	Touch	2016-02-18	Indie Poptimism!	2Tfjfn	0.7	0.78	9	-7.598	0	0.151	0.591	4.68e-05	0.224	0.466	89.991	215760	indie poptimism	pop
ILYSB	LANY	3	Make Out	2015-12-11	Indie Poptimism!	2Tfjfn	0.613	0.628	5	-6.651	1	0.0524	0.57	NA	0.323	0.491	100.019	211340	indie poptimism	pop
Falling In Love	Crystal Bats	0	Falling In Love	2013-12-16	Indie Poptimism!	2Tfjfn	0.555	0.616	0	-6.049	1	0.0311	0.00236	0.014	0.0993	0.222	101.985	222403	indie poptimism	pop
Elevate	St. Lucia	52	When The Night	2013-10-04	Indie Poptimism!	2Tfjfn	0.541	0.982	2	-4.908	1	0.107	0.00767	0.000765	0.291	0.722	104.03	308360	indie poptimism	pop
Lost & Found	The Midnight	48	Lost & Found	2015-11-28	Indie Poptimism!	2Tfjfn	0.552	0.647	10	-9.247	0	0.035	0.0581	0.000539	0.0949	0.381	157.945	350886	indie poptimism	pop
Days of Thunder	The Midnight	1	Days of Thunder	2014-07-15	Indie Poptimism!	2Tfjfn	0.47	0.834	0	-9.156	0	0.0368	6.54e-05	0.00095	0.372	0.184	162.91	324018	indie poptimism	pop
Beautiful	Viigo	44	Beautiful	2016-03-11	Indie Poptimism!	2Tfjfn	0.566	0.628	0	-11.216	1	0.0716	0.153	0.12	0.0558	0.554	176.126	186435	indie poptimism	pop
Afterlife	Greyson Chance	39	Afterlife	2015-10-29	Indie Poptimism!	2Tfjfn	0.487	0.734	0	-5.506	1	0.063	0.18	0	0.0997	0.308	171.987	196911	indie poptimism	pop
Neon	Frida Sundemo	0	Lit Up By Neon	2014-05-05	Indie Poptimism!	2Tfjfn	0.483	0.608	2	-10.541	1	0.0539	0.886	0.0153	0.107	0.166	142.016	228120	indie poptimism	pop
Feels Like Summer	Panama Wedding	0	Parallel Play EP	2014-01-01	Indie Poptimism!	2Tfjfn	0.785	0.665	6	-6.137	1	0.0449	0.0302	2.65e-05	0.247	0.769	129.037	249573	indie poptimism	pop
Always	Great Good Fine Ok	33	Always	2016-05-16	Indie Poptimism!	2Tfjfn	0.761	0.868	11	-3.804	1	0.051	0.126	4.41e-06	0.0734	0.708	114.017	237430	indie poptimism	pop
No Money	Galantis	72	No Money	2016-04-01	Indie Poptimism	9lmx4c	0.671	0.916	6	-4.014	0	0.0397	0.0282	0.00762	0.24	0.803	126.01	189127	indie poptimism	pop
Runaway (U & I)	Galantis	74	Pharmacy	2015-06-05	Indie Poptimism	9lmx4c	0.506	0.805	1	-4.119	1	0.0469	0.00711	0.00193	0.0856	0.383	126.008	227074	indie poptimism	pop
No Way Out - Radio Edit	Vicetone	1	No Way Out	2015-02-02	Indie Poptimism	9lmx4c	0.576	0.864	0	-4.287	0	0.0527	0.0832	0	0.241	0.425	126.021	206814	indie poptimism	pop
Never Forget You	Zara Larsson	14	Never Forget You	2015-09-10	Indie Poptimism	9lmx4c	0.583	0.732	11	-5.728	0	0.0457	0.00312	9.86e-06	0.269	0.276	145.992	213428	indie poptimism	pop
Crystallize	Lindsey Stirling	55	Lindsey Stirling	NA	Indie Poptimism	9lmx4c	0.44	0.623	0	-8.228	1	0.0316	0.000856	NA	0.103	0.0563	140.006	258800	indie poptimism	pop
Elements	Lindsey Stirling	51	Lindsey Stirling	NA	Indie Poptimism	9lmx4c	0.423	0.746	0	-6.912	1	0.0582	0.0385	1.33e-05	0.21	0.214	139.804	247422	indie poptimism	pop
Your Soul	Hippie Sabotage	3	Sunny - EP	2014-03-11	Indie Poptimism	9lmx4c	0.487	0.68	7	-8.497	0	0.0408	0.000599	0.0339	0.144	0.0752	94.46	324807	indie poptimism	pop
Limelight (feat. R O Z E S)	Just A Gent	47	Limelight (feat. R O Z E S)	2014-10-17	Indie Poptimism	9lmx4c	0.694	0.739	8	-2.078	1	0.0742	0.517	0.00102	0.128	0.563	119.965	211130	indie poptimism	pop
Phone Down (feat. Emily Warren) - Evan Berg Remix	Lost Kings	42	Phone Down (Remixes) (feat. Emily Warren)	2016-11-18	Indie Poptimism	9lmx4c	0.531	0.907	0	-2.977	1	0.0478	0.0128	0	0.355	0.316	154.861	237575	indie poptimism	pop
Metaphysical	Autograf	40	Metaphysical	2015-10-06	Indie Poptimism	9lmx4c	0.797	0.722	7	-6.846	0	0.0401	0.212	0.06	0.105	0.233	120.036	339000	indie poptimism	pop
Stay a Little Longer	Lostboycrow	18	Stay a Little Longer	2016-10-21	Indie Poptimism	9lmx4c	0.71	0.695	0	-7.008	1	0.0405	0.148	1.35e-06	0.132	0.455	120.007	205470	indie poptimism	pop
Love Me	Jane XO	39	Love Me	2016-11-11	Indie Poptimism	9lmx4c	0.384	0.765	1	-1.826	1	0.0522	0.602	0.000266	0.197	0.429	83.454	211088	indie poptimism	pop
High You Are	What So Not	62	High You Are (Remixes)	2013-10-08	Indie Poptimism	9lmx4c	0.69	0.857	10	-5.613	1	0.0405	0.0557	0.11	0.0341	0.409	136.99	213340	indie poptimism	pop
Gemini (feat. George Maple)	What So Not	57	Gemini (feat. George Maple)	2015-04-03	Indie Poptimism	9lmx4c	0.481	0.687	7	-6.748	0	0.0699	0.238	0.11	0.107	0.188	145.971	270257	indie poptimism	pop
Take It To Reality	Alison Wonderland	44	Run	2015-03-20	Indie Poptimism	9lmx4c	0.591	0.828	5	-4.155	0	0.04	0.00927	0	0.328	0.3	154.965	232302	indie poptimism	pop
Wasted On You	Louis Futon	47	Wasted On You	2016-02-12	Indie Poptimism	9lmx4c	0.662	0.848	4	-4.304	0	0.261	0.185	0.00572	0.132	0.575	88.999	224120	indie poptimism	pop
Light	San Holo	68	Light	2017-02-10	Indie Poptimism	9lmx4c	0.57	0.763	1	-4.137	1	0.0573	0.0857	2.49e-06	0.0932	0.43	150.088	239853	indie poptimism	pop
A Wake (feat. Evan Roman)	Macklemore & Ryan Lewis	39	The Heist	2012-10-10	Indie Poptimism	9lmx4c	0.687	0.736	10	-7.481	1	0.106	0.165	0.00502	0.0711	0.449	101.151	226049	indie poptimism	pop
Save The World	Swedish House Mafia	67	Save The World	2011-05-13	Indie Poptimism	9lmx4c	0.507	0.665	0	-7.598	1	0.0474	0.0144	0	0.0759	0.4	126.879	213338	indie poptimism	pop
Hollywood	RAC	49	Strangers	2014-01-01	Indie Poptimism	9lmx4c	0.945	0.546	8	-6.109	1	0.0519	0.119	0.000519	0.121	0.962	120.004	197467	indie poptimism	pop
Infinite High	Panama Wedding	0	Into Focus EP	2015-11-06	Indie Poptimism	9lmx4c	0.606	0.877	11	-6.725	1	0.0554	0.085	6.07e-06	0.26	0.876	167.848	190280	indie poptimism	pop
Paris	Magic Man	53	Before the Waves	2014-07-07	Indie Poptimism	9lmx4c	0.472	0.881	2	-5.252	1	0.0524	0.0876	0	0.0698	0.502	178.858	232747	indie poptimism	pop
Emotional	Flux Pavilion	55	Tesla	2015-09-18	Indie Poptimism	9lmx4c	0.493	0.865	11	-4.672	0	0.0609	0.00272	0.276	0.107	0.43	150.003	235276	indie poptimism	pop
Youth (Qrion Remix) [feat. Satica]	Manila Killa	9	Youth (Qrion Remix) [feat. Satica]	2016-07-19	Indie Poptimism	9lmx4c	0.617	0.723	7	-2.394	0	0.0342	0.149	1.29e-06	0.133	0.236	95	266790	indie poptimism	pop
Visions	Danrell	37	Visions	2017-02-20	Indie Poptimism	9lmx4c	0.655	0.795	7	-3.225	0	0.149	0.233	0.0018	0.149	0.266	180.056	235333	indie poptimism	pop
Wild Ones (feat. Sia)	Flo Rida	76	Wild Ones	2012-06-22	Indie Poptimism	9lmx4c	0.608	0.86	5	-5.324	0	0.0554	0.0991	0	0.262	0.437	127.075	232947	indie poptimism	pop
Real Life - Ossian Remix	Mako	16	Real Life (Ossian Remix)	2017-04-14	Indie Poptimism	9lmx4c	0.67	0.825	5	-5.419	1	0.0306	0.0524	0.00364	0.105	0.611	99.99	236379	indie poptimism	pop
Clarity	Zedd	74	Clarity	2012-01-01	Indie Poptimism	9lmx4c	0.509	0.781	8	-3.48	1	0.072	0.0398	0	0.0749	0.176	128	271427	indie poptimism	pop
Spectrum	Zedd	62	Clarity	2012-01-01	Indie Poptimism	9lmx4c	0.609	0.801	0	-4.417	0	0.034	0.0137	NA	0.127	0.407	129.99	243413	indie poptimism	pop
Good Life	OneRepublic	70	Waking Up	2009-01-01	Indie Poptimism	9lmx4c	0.634	0.69	6	-7.804	1	0.052	0.0771	0	0.132	0.645	94.988	253307	indie poptimism	pop
Chandelier (feat. Lauriana Mae)	B.o.B	40	Strange Clouds	2012-04-27	Indie Poptimism	9lmx4c	0.701	0.75	1	-4.622	0	0.0456	0.011	0.000199	0.125	0.568	113.473	240080	indie poptimism	pop
Head in the Clouds	Bohdi	27	Head in the Clouds	2017-03-30	Indie Poptimism	9lmx4c	0.77	0.621	0	-9.559	1	0.0495	0.618	4.77e-06	0.0952	0.899	95.051	163973	indie poptimism	pop
Real Slow	Miami Horror	26	All Possible Futures	2015-04-07	Indie Poptimism	9lmx4c	0.618	0.841	11	-5.108	0	0.0271	0.107	0.0165	0.242	0.356	106.997	286733	indie poptimism	pop
Recognize (feat. Ashe)	Win and Woo	37	Recognize (feat. Ashe)	2016-09-01	Indie Poptimism	9lmx4c	0.628	0.681	9	-4.875	0	0.0545	0.00305	6.52e-06	0.675	0.35	104.997	197900	indie poptimism	pop
You Found Me	The Fray	74	The Fray	2009-01-30	Indie Poptimism	9lmx4c	0.338	0.803	8	-5.412	0	0.0413	0.0187	0	0.136	0.4	151.994	241853	indie poptimism	pop
Good Nights (feat. Mascolo)	Whethan	53	Good Nights (feat. Mascolo)	2017-06-27	Indie Poptimism	9lmx4c	0.849	0.483	6	-7.114	0	0.291	0.443	0.000141	0.0786	0.282	101.015	165618	indie poptimism	pop
Where I Wanna Be	A R I Z O N A	54	GALLERY	2017-05-19	Indie Poptimism	9lmx4c	0.68	0.798	3	-4.978	1	0.116	0.0929	0	0.0746	0.594	116.989	186800	indie poptimism	pop
Cameras	Matt and Kim	45	Sidewalks	2010-11-02	Indie Poptimism	9lmx4c	0.549	0.882	7	-4.911	1	0.0505	0.0825	NA	0.372	0.645	169.994	212560	indie poptimism	pop
Overexposed	Matt and Kim	32	Lightning	2012-10-02	Indie Poptimism	9lmx4c	0.619	0.835	0	-6.192	1	0.04	0.00101	1.08e-06	0.318	0.37	100.5	166467	indie poptimism	pop
Thursday	Lostboycrow	10	Thursday	2016-05-12	Indie Poptimism	9lmx4c	0.655	0.715	7	-5.504	1	0.183	0.145	0	0.357	0.609	100.055	185045	indie poptimism	pop
Slow Mo - Felix Palmqvist Remix	The Spacies	0	Slow Mo (Felix Palmqvist)	2016-10-25	Indie Poptimism	9lmx4c	0.513	0.799	4	-3.299	1	0.037	0.387	0	0.109	0.348	142.004	202000	indie poptimism	pop
The Things You Do	Griffin Stoller	40	The Things You Do	2017-01-23	Indie Poptimism	9lmx4c	0.684	0.631	0	-6.746	0	0.0378	0.306	4.97e-05	0.103	0.528	91.958	172174	indie poptimism	pop
Unforgettable	French Montana	14	Unforgettable	NA	Indie Poptimism	9lmx4c	0.726	0.769	6	-5.043	1	0.123	0.0293	0.0101	0.104	0.733	97.985	233833	indie poptimism	pop
Gotta Push On	GRiZ	45	Good Will Prevail	2016-09-23	Indie Poptimism	9lmx4c	0.554	0.528	9	-6.912	1	0.0501	0.00664	0.0817	0.211	0.44	149.86	273918	indie poptimism	pop
Wicked	GRiZ	42	Good Will Prevail	2016-09-23	Indie Poptimism	9lmx4c	0.474	0.749	10	-5.113	0	0.0363	0.00645	7.41e-05	0.0642	0.1	121.969	354286	indie poptimism	pop
Get Down	GRiZ	38	Say It Loud	2015-03-31	Indie Poptimism	9lmx4c	0.708	0.887	1	-5.751	0	0.0837	0.00167	0.291	0.129	0.811	110.046	334563	indie poptimism	pop
Palace - Justin Caruso Remix	Hayley Kiyoko	32	Palace (Justin Caruso Remix)	2017-02-17	Indie Poptimism	9lmx4c	0.54	0.916	0	-2.458	1	0.0418	0.0221	4.66e-05	0.18	0.718	94.044	245106	indie poptimism	pop
The Coast (feat. Jvzel)	Far East Movement	40	The Coast (feat. Jvzel)	2016-07-22	Indie Poptimism	9lmx4c	0.543	0.78	7	-5.726	1	0.102	0.0124	5.12e-06	0.171	0.67	84.012	213500	indie poptimism	pop
Awake	ayokay	43	4ft to Infinity - EP	2016-10-07	Indie Poptimism	9lmx4c	0.422	0.644	11	-7.222	1	0.0354	0.253	0.00243	0.0823	0.145	92.973	226813	indie poptimism	pop
Strong	Dropout	30	Strong	2016-06-11	Indie Poptimism	9lmx4c	0.571	0.778	1	-3.721	0	0.124	0.37	9.81e-06	0.143	0.443	119.972	239000	indie poptimism	pop
Show Me The Way	Penguin Prison	43	Lost In New York	2015-05-01	Indie Poptimism	9lmx4c	0.772	0.687	2	-6.451	1	0.0438	0.122	0.00613	0.14	0.843	120.018	226907	indie poptimism	pop
Loud Places (feat. Romy)	Jamie xx	57	In Colour	2015-06-02	Indie Poptimism	9lmx4c	0.646	0.625	8	-10.75	0	0.0422	0.00432	0.291	0.119	0.186	109.019	283067	indie poptimism	pop
Faded - ODESZA Remix	ZHU	54	Faded (The Remixes)	2014-09-15	Indie Poptimism	9lmx4c	0.746	0.67	0	-5.072	1	0.0594	0.0408	0.194	0.133	0.629	125.016	238640	indie poptimism	pop
Get Free	Major Lazer	2	Free the Universe (Extended Version)	2013-04-16	Indie Poptimism	9lmx4c	0.612	0.657	11	-6.971	0	0.0454	0.103	0.124	0.131	0.767	87.94	289973	indie poptimism	pop
Do Ya?	NVDES	17	Do You Think About Me	2017-07-20	Indie Poptimism	9lmx4c	0.642	0.758	3	-6.572	0	0.141	0.134	0.00762	0.272	0.344	125.965	216257	indie poptimism	pop
Swimming In The Flood	Passion Pit	43	Manners	NA	Indie Poptimism	9lmx4c	0.553	0.763	0	-5.026	1	0.0299	0.00375	0.000939	0.676	0.457	98.022	297613	indie poptimism	pop
Sweet Disposition	The Temper Trap	64	Conditions	2009-03-24	Indie Poptimism	9lmx4c	0.531	0.821	2	-6.812	1	0.0439	0.0701	NA	0.124	0.34	129.139	230800	indie poptimism	pop
